Iteration,G1_Total_Projects,G1_Detected_Count,G1_Detection_Rate_pct,G2_Total_Projects,G2_Detected_Count,G2_Detection_Rate_pct
1034,243,5,2.05761316872428,119,9,7.563025210084033
1035,243,4,1.646090534979424,119,6,5.042016806722689
1036,243,1,0.411522633744856,119,3,2.5210084033613445
1037,243,3,1.2345679012345678,119,3,2.5210084033613445
1038,243,5,2.05761316872428,119,6,5.042016806722689
1039,243,4,1.646090534979424,119,5,4.201680672268908
1040,243,3,1.2345679012345678,119,4,3.361344537815126
1041,243,7,2.880658436213992,119,4,3.361344537815126
1042,243,4,1.646090534979424,119,3,2.5210084033613445
1043,243,7,2.880658436213992,119,4,3.361344537815126
1044,243,4,1.646090534979424,119,3,2.5210084033613445
1045,243,2,0.823045267489712,119,2,1.680672268907563
1046,243,6,2.4691358024691357,119,1,0.8403361344537815
1047,243,10,4.11522633744856,119,6,5.042016806722689
1048,243,4,1.646090534979424,119,2,1.680672268907563
1049,243,2,0.823045267489712,119,3,2.5210084033613445
1050,242,8,3.3057851239669422,119,1,0.8403361344537815
1051,242,4,1.6528925619834711,119,4,3.361344537815126
1052,242,2,0.8264462809917356,119,5,4.201680672268908
1053,242,3,1.2396694214876034,119,1,0.8403361344537815
1054,242,5,2.066115702479339,119,2,1.680672268907563
1055,242,5,2.066115702479339,119,2,1.680672268907563
1056,242,5,2.066115702479339,119,8,6.722689075630252
1057,241,5,2.0746887966804977,119,8,6.722689075630252
1058,240,5,2.083333333333333,119,2,1.680672268907563
1059,240,6,2.5,119,1,0.8403361344537815
1060,240,11,4.583333333333333,119,3,2.5210084033613445
1061,240,4,1.6666666666666667,119,2,1.680672268907563
1062,240,5,2.083333333333333,119,3,2.5210084033613445
1063,240,7,2.9166666666666665,119,5,4.201680672268908
1064,240,3,1.25,119,4,3.361344537815126
1065,240,5,2.083333333333333,119,2,1.680672268907563
1066,240,3,1.25,119,3,2.5210084033613445
1067,240,3,1.25,119,5,4.201680672268908
1068,240,5,2.083333333333333,119,2,1.680672268907563
1069,240,4,1.6666666666666667,119,2,1.680672268907563
1070,240,3,1.25,119,5,4.201680672268908
1071,240,4,1.6666666666666667,119,4,3.361344537815126
1072,240,3,1.25,119,4,3.361344537815126
1073,240,5,2.083333333333333,119,3,2.5210084033613445
1074,240,4,1.6666666666666667,119,3,2.5210084033613445
1075,240,6,2.5,119,2,1.680672268907563
1076,240,7,2.9166666666666665,119,3,2.5210084033613445
1077,240,5,2.083333333333333,119,1,0.8403361344537815
1078,240,2,0.8333333333333334,119,3,2.5210084033613445
1079,240,4,1.6666666666666667,119,3,2.5210084033613445
1080,240,5,2.083333333333333,119,7,5.88235294117647
1081,240,2,0.8333333333333334,119,2,1.680672268907563
1082,240,6,2.5,119,5,4.201680672268908
1083,240,4,1.6666666666666667,119,5,4.201680672268908
1084,240,6,2.5,119,3,2.5210084033613445
1085,240,7,2.9166666666666665,119,2,1.680672268907563
1086,240,4,1.6666666666666667,119,3,2.5210084033613445
1087,240,3,1.25,119,5,4.201680672268908
1088,240,5,2.083333333333333,119,4,3.361344537815126
1089,239,3,1.2552301255230125,119,3,2.5210084033613445
1090,239,5,2.092050209205021,119,8,6.722689075630252
1091,239,7,2.928870292887029,119,4,3.361344537815126
1092,239,4,1.6736401673640167,119,6,5.042016806722689
1093,239,1,0.41841004184100417,119,3,2.5210084033613445
1094,239,7,2.928870292887029,119,3,2.5210084033613445
1095,239,4,1.6736401673640167,119,1,0.8403361344537815
1096,239,4,1.6736401673640167,119,3,2.5210084033613445
1097,239,5,2.092050209205021,119,7,5.88235294117647
1098,239,5,2.092050209205021,119,1,0.8403361344537815
1099,239,2,0.8368200836820083,119,1,0.8403361344537815
1100,239,4,1.6736401673640167,119,3,2.5210084033613445
1101,239,7,2.928870292887029,119,2,1.680672268907563
1102,238,3,1.2605042016806722,119,7,5.88235294117647
1103,238,8,3.361344537815126,119,5,4.201680672268908
1104,238,5,2.100840336134454,119,4,3.361344537815126
1105,238,3,1.2605042016806722,119,5,4.201680672268908
1106,238,6,2.5210084033613445,119,4,3.361344537815126
1107,238,1,0.42016806722689076,119,3,2.5210084033613445
1108,238,3,1.2605042016806722,119,7,5.88235294117647
1109,238,5,2.100840336134454,119,6,5.042016806722689
1110,238,6,2.5210084033613445,119,5,4.201680672268908
1111,238,3,1.2605042016806722,119,4,3.361344537815126
1112,238,3,1.2605042016806722,119,4,3.361344537815126
1113,238,5,2.100840336134454,119,4,3.361344537815126
1114,238,4,1.680672268907563,119,5,4.201680672268908
1115,238,6,2.5210084033613445,119,5,4.201680672268908
1116,238,2,0.8403361344537815,119,2,1.680672268907563
1117,238,5,2.100840336134454,119,2,1.680672268907563
1118,238,2,0.8403361344537815,118,3,2.5423728813559325
1119,238,3,1.2605042016806722,118,5,4.23728813559322
1120,238,1,0.42016806722689076,118,6,5.084745762711865
1121,238,1,0.42016806722689076,118,5,4.23728813559322
1122,238,3,1.2605042016806722,118,6,5.084745762711865
1123,238,2,0.8403361344537815,118,7,5.932203389830509
1124,238,3,1.2605042016806722,118,6,5.084745762711865
1125,238,2,0.8403361344537815,118,4,3.389830508474576
1126,238,4,1.680672268907563,118,5,4.23728813559322
1127,238,3,1.2605042016806722,118,4,3.389830508474576
1128,238,2,0.8403361344537815,118,3,2.5423728813559325
1129,238,3,1.2605042016806722,117,5,4.273504273504273
1130,238,2,0.8403361344537815,117,5,4.273504273504273
1131,236,6,2.5423728813559325,117,4,3.418803418803419
1132,236,7,2.9661016949152543,117,4,3.418803418803419
1133,236,4,1.694915254237288,117,4,3.418803418803419
1134,236,5,2.11864406779661,117,4,3.418803418803419
1135,236,4,1.694915254237288,117,4,3.418803418803419
1136,236,3,1.2711864406779663,117,2,1.7094017094017095
1137,236,5,2.11864406779661,117,1,0.8547008547008548
1138,236,3,1.2711864406779663,117,4,3.418803418803419
1139,236,2,0.847457627118644,117,7,5.982905982905983
1140,236,2,0.847457627118644,117,1,0.8547008547008548
1141,236,4,1.694915254237288,117,5,4.273504273504273
1142,236,3,1.2711864406779663,117,4,3.418803418803419
1143,236,0,0.0,117,2,1.7094017094017095
1144,236,3,1.2711864406779663,117,4,3.418803418803419
1145,236,3,1.2711864406779663,117,4,3.418803418803419
1146,235,3,1.276595744680851,117,4,3.418803418803419
1147,235,6,2.553191489361702,117,4,3.418803418803419
1148,235,3,1.276595744680851,117,3,2.564102564102564
1149,235,1,0.425531914893617,117,2,1.7094017094017095
1150,235,3,1.276595744680851,117,5,4.273504273504273
1151,235,5,2.127659574468085,117,2,1.7094017094017095
1152,235,5,2.127659574468085,117,3,2.564102564102564
1153,235,2,0.851063829787234,117,1,0.8547008547008548
1154,235,4,1.702127659574468,117,3,2.564102564102564
1155,235,5,2.127659574468085,117,1,0.8547008547008548
1156,235,4,1.702127659574468,117,5,4.273504273504273
1157,235,5,2.127659574468085,117,4,3.418803418803419
1158,234,2,0.8547008547008548,117,1,0.8547008547008548
1159,234,3,1.282051282051282,117,3,2.564102564102564
1160,234,2,0.8547008547008548,117,2,1.7094017094017095
1161,234,3,1.282051282051282,117,4,3.418803418803419
1162,233,5,2.1459227467811157,117,4,3.418803418803419
1163,233,1,0.4291845493562232,117,2,1.7094017094017095
1164,233,3,1.2875536480686696,117,5,4.273504273504273
1165,233,5,2.1459227467811157,117,2,1.7094017094017095
1166,232,4,1.7241379310344827,117,2,1.7094017094017095
1167,232,3,1.293103448275862,117,3,2.564102564102564
1168,232,4,1.7241379310344827,117,0,0.0
1169,232,2,0.8620689655172413,117,4,3.418803418803419
1170,232,4,1.7241379310344827,117,5,4.273504273504273
1171,232,3,1.293103448275862,117,4,3.418803418803419
1172,232,4,1.7241379310344827,117,4,3.418803418803419
1173,232,2,0.8620689655172413,117,4,3.418803418803419
1174,232,3,1.293103448275862,117,3,2.564102564102564
1175,232,2,0.8620689655172413,117,0,0.0
1176,232,4,1.7241379310344827,117,4,3.418803418803419
1177,232,4,1.7241379310344827,117,1,0.8547008547008548
1178,232,1,0.43103448275862066,117,6,5.128205128205128
1179,232,3,1.293103448275862,117,4,3.418803418803419
1180,232,1,0.43103448275862066,117,2,1.7094017094017095
1181,232,4,1.7241379310344827,117,3,2.564102564102564
1182,232,0,0.0,117,5,4.273504273504273
1183,232,2,0.8620689655172413,117,3,2.564102564102564
1184,232,2,0.8620689655172413,117,6,5.128205128205128
1185,232,1,0.43103448275862066,117,6,5.128205128205128
1186,232,5,2.1551724137931036,117,2,1.7094017094017095
1187,232,4,1.7241379310344827,117,0,0.0
1188,232,2,0.8620689655172413,117,2,1.7094017094017095
1189,232,4,1.7241379310344827,117,5,4.273504273504273
1190,232,1,0.43103448275862066,117,2,1.7094017094017095
1191,232,4,1.7241379310344827,117,3,2.564102564102564
1192,232,1,0.43103448275862066,117,3,2.564102564102564
1193,232,2,0.8620689655172413,117,5,4.273504273504273
1194,232,4,1.7241379310344827,117,3,2.564102564102564
1195,232,3,1.293103448275862,117,4,3.418803418803419
1196,232,3,1.293103448275862,117,3,2.564102564102564
1197,232,2,0.8620689655172413,117,7,5.982905982905983
1198,231,1,0.4329004329004329,117,1,0.8547008547008548
1199,231,4,1.7316017316017316,117,1,0.8547008547008548
1200,230,8,3.4782608695652173,117,7,5.982905982905983
1201,230,5,2.1739130434782608,117,3,2.564102564102564
1202,229,3,1.3100436681222707,117,2,1.7094017094017095
1203,229,2,0.8733624454148471,117,8,6.837606837606838
1204,229,3,1.3100436681222707,117,7,5.982905982905983
1205,228,5,2.1929824561403506,117,5,4.273504273504273
1206,228,2,0.8771929824561403,117,4,3.418803418803419
1207,228,4,1.7543859649122806,117,4,3.418803418803419
1208,228,4,1.7543859649122806,117,2,1.7094017094017095
1209,228,1,0.43859649122807015,117,4,3.418803418803419
1210,228,3,1.3157894736842104,117,5,4.273504273504273
1211,228,4,1.7543859649122806,117,5,4.273504273504273
1212,228,2,0.8771929824561403,117,1,0.8547008547008548
1213,227,7,3.0837004405286343,117,2,1.7094017094017095
1214,227,4,1.762114537444934,117,3,2.564102564102564
1215,226,3,1.3274336283185841,117,3,2.564102564102564
1216,226,3,1.3274336283185841,117,4,3.418803418803419
1217,226,3,1.3274336283185841,117,3,2.564102564102564
1218,225,2,0.8888888888888888,117,3,2.564102564102564
1219,225,3,1.3333333333333335,117,3,2.564102564102564
1220,225,5,2.2222222222222223,117,1,0.8547008547008548
1221,225,5,2.2222222222222223,117,7,5.982905982905983
1222,225,6,2.666666666666667,117,2,1.7094017094017095
1223,225,2,0.8888888888888888,117,4,3.418803418803419
1224,225,2,0.8888888888888888,117,2,1.7094017094017095
1225,225,2,0.8888888888888888,117,6,5.128205128205128
1226,225,4,1.7777777777777777,117,7,5.982905982905983
1227,225,3,1.3333333333333335,117,8,6.837606837606838
1228,225,4,1.7777777777777777,117,2,1.7094017094017095
1229,225,3,1.3333333333333335,117,1,0.8547008547008548
1230,225,5,2.2222222222222223,117,2,1.7094017094017095
1231,225,6,2.666666666666667,117,3,2.564102564102564
1232,225,2,0.8888888888888888,117,5,4.273504273504273
1233,225,3,1.3333333333333335,117,2,1.7094017094017095
1234,225,3,1.3333333333333335,117,3,2.564102564102564
1235,225,4,1.7777777777777777,117,4,3.418803418803419
1236,225,4,1.7777777777777777,117,2,1.7094017094017095
1237,225,2,0.8888888888888888,117,1,0.8547008547008548
1238,225,3,1.3333333333333335,117,2,1.7094017094017095
1239,225,3,1.3333333333333335,117,7,5.982905982905983
1240,225,4,1.7777777777777777,117,6,5.128205128205128
1241,225,1,0.4444444444444444,117,2,1.7094017094017095
1242,225,2,0.8888888888888888,117,3,2.564102564102564
1243,225,3,1.3333333333333335,117,5,4.273504273504273
1244,225,3,1.3333333333333335,117,2,1.7094017094017095
1245,225,4,1.7777777777777777,117,4,3.418803418803419
1246,225,2,0.8888888888888888,117,3,2.564102564102564
1247,225,3,1.3333333333333335,117,3,2.564102564102564
1248,225,3,1.3333333333333335,117,3,2.564102564102564
1249,225,2,0.8888888888888888,117,3,2.564102564102564
1250,225,2,0.8888888888888888,117,5,4.273504273504273
1251,225,2,0.8888888888888888,117,2,1.7094017094017095
1252,225,1,0.4444444444444444,117,4,3.418803418803419
1253,225,4,1.7777777777777777,117,4,3.418803418803419
1254,225,5,2.2222222222222223,117,3,2.564102564102564
1255,225,1,0.4444444444444444,117,6,5.128205128205128
1256,225,3,1.3333333333333335,117,3,2.564102564102564
1257,225,5,2.2222222222222223,117,4,3.418803418803419
1258,225,2,0.8888888888888888,117,3,2.564102564102564
1259,225,4,1.7777777777777777,117,3,2.564102564102564
1260,225,3,1.3333333333333335,117,2,1.7094017094017095
1261,225,2,0.8888888888888888,117,5,4.273504273504273
1262,225,4,1.7777777777777777,117,4,3.418803418803419
1263,225,2,0.8888888888888888,117,1,0.8547008547008548
1264,225,3,1.3333333333333335,116,4,3.4482758620689653
1265,225,2,0.8888888888888888,116,5,4.310344827586207
1266,225,3,1.3333333333333335,116,3,2.586206896551724
1267,225,4,1.7777777777777777,116,2,1.7241379310344827
1268,225,2,0.8888888888888888,116,5,4.310344827586207
1269,224,1,0.4464285714285714,116,1,0.8620689655172413
1270,224,3,1.3392857142857142,116,5,4.310344827586207
1271,224,0,0.0,116,2,1.7241379310344827
1272,224,4,1.7857142857142856,116,4,3.4482758620689653
1273,224,4,1.7857142857142856,116,2,1.7241379310344827
1274,224,7,3.125,116,2,1.7241379310344827
1275,224,2,0.8928571428571428,116,3,2.586206896551724
1276,224,10,4.464285714285714,116,1,0.8620689655172413
1277,224,2,0.8928571428571428,116,6,5.172413793103448
1278,224,2,0.8928571428571428,116,2,1.7241379310344827
1279,224,5,2.232142857142857,116,7,6.0344827586206895
1280,224,2,0.8928571428571428,116,3,2.586206896551724
1281,224,2,0.8928571428571428,116,3,2.586206896551724
1282,224,0,0.0,116,4,3.4482758620689653
1283,224,3,1.3392857142857142,116,4,3.4482758620689653
1284,224,2,0.8928571428571428,116,5,4.310344827586207
1285,224,4,1.7857142857142856,116,4,3.4482758620689653
1286,224,2,0.8928571428571428,116,3,2.586206896551724
1287,224,4,1.7857142857142856,116,4,3.4482758620689653
1288,224,3,1.3392857142857142,116,3,2.586206896551724
1289,224,4,1.7857142857142856,116,3,2.586206896551724
1290,224,1,0.4464285714285714,116,1,0.8620689655172413
1291,224,0,0.0,116,0,0.0
1292,224,2,0.8928571428571428,116,3,2.586206896551724
1293,224,3,1.3392857142857142,116,4,3.4482758620689653
1294,222,6,2.7027027027027026,116,6,5.172413793103448
1295,220,1,0.45454545454545453,116,3,2.586206896551724
1296,220,3,1.3636363636363635,116,4,3.4482758620689653
1297,220,3,1.3636363636363635,116,4,3.4482758620689653
1298,220,2,0.9090909090909091,116,4,3.4482758620689653
1299,220,2,0.9090909090909091,116,4,3.4482758620689653
1300,219,3,1.36986301369863,116,3,2.586206896551724
1301,219,0,0.0,116,4,3.4482758620689653
1302,219,1,0.45662100456621,116,2,1.7241379310344827
1303,219,3,1.36986301369863,116,2,1.7241379310344827
1304,218,2,0.9174311926605505,116,5,4.310344827586207
1305,218,4,1.834862385321101,116,2,1.7241379310344827
1306,218,2,0.9174311926605505,116,2,1.7241379310344827
1307,218,0,0.0,116,4,3.4482758620689653
1308,218,3,1.3761467889908259,116,3,2.586206896551724
1309,218,7,3.211009174311927,116,4,3.4482758620689653
1310,218,4,1.834862385321101,116,3,2.586206896551724
1311,217,2,0.9216589861751152,116,3,2.586206896551724
1312,216,2,0.9259259259259258,116,2,1.7241379310344827
1313,215,3,1.3953488372093024,116,1,0.8620689655172413
1314,214,2,0.9345794392523363,116,2,1.7241379310344827
1315,213,4,1.8779342723004695,116,5,4.310344827586207
1316,213,1,0.4694835680751174,116,1,0.8620689655172413
1317,213,2,0.9389671361502347,116,4,3.4482758620689653
1318,213,5,2.3474178403755865,116,5,4.310344827586207
1319,213,1,0.4694835680751174,116,1,0.8620689655172413
1320,212,4,1.8867924528301887,116,2,1.7241379310344827
1321,212,2,0.9433962264150944,116,5,4.310344827586207
1322,212,3,1.4150943396226416,116,1,0.8620689655172413
1323,212,0,0.0,116,5,4.310344827586207
1324,212,0,0.0,115,5,4.3478260869565215
1325,212,2,0.9433962264150944,115,2,1.7391304347826086
1326,212,3,1.4150943396226416,115,0,0.0
1327,212,2,0.9433962264150944,115,3,2.608695652173913
1328,211,1,0.47393364928909953,115,3,2.608695652173913
1329,209,4,1.9138755980861244,114,1,0.8771929824561403
1330,207,4,1.932367149758454,114,1,0.8771929824561403
1331,206,0,0.0,114,1,0.8771929824561403
1332,205,2,0.975609756097561,113,2,1.7699115044247788
1333,205,2,0.975609756097561,113,1,0.8849557522123894
1334,205,5,2.4390243902439024,113,1,0.8849557522123894
1335,205,1,0.4878048780487805,113,4,3.5398230088495577
1336,203,4,1.9704433497536946,113,4,3.5398230088495577
1337,202,4,1.9801980198019802,113,2,1.7699115044247788
1338,202,0,0.0,113,3,2.6548672566371683
1339,200,3,1.5,113,5,4.424778761061947
1340,199,1,0.5025125628140703,113,6,5.3097345132743365
1341,199,3,1.507537688442211,113,5,4.424778761061947
1342,197,3,1.5228426395939088,113,6,5.3097345132743365
1343,197,5,2.5380710659898478,113,1,0.8849557522123894
1344,197,1,0.5076142131979695,113,2,1.7699115044247788
1345,197,1,0.5076142131979695,113,3,2.6548672566371683
1346,197,2,1.015228426395939,113,3,2.6548672566371683
1347,195,5,2.564102564102564,113,3,2.6548672566371683
1348,195,0,0.0,113,5,4.424778761061947
1349,195,5,2.564102564102564,113,3,2.6548672566371683
1350,194,1,0.5154639175257731,113,3,2.6548672566371683
1351,193,0,0.0,113,2,1.7699115044247788
1352,193,2,1.0362694300518136,113,3,2.6548672566371683
1353,191,3,1.5706806282722512,113,3,2.6548672566371683
1354,191,2,1.0471204188481675,113,3,2.6548672566371683
1355,190,1,0.5263157894736842,113,4,3.5398230088495577
1356,190,5,2.631578947368421,113,2,1.7699115044247788
1357,190,1,0.5263157894736842,113,4,3.5398230088495577
1358,188,2,1.0638297872340425,113,2,1.7699115044247788
1359,188,1,0.5319148936170213,113,3,2.6548672566371683
1360,188,3,1.5957446808510638,113,3,2.6548672566371683
1361,188,3,1.5957446808510638,113,2,1.7699115044247788
1362,188,1,0.5319148936170213,113,4,3.5398230088495577
1363,188,2,1.0638297872340425,113,0,0.0
1364,187,6,3.2085561497326207,113,0,0.0
1365,186,1,0.5376344086021506,113,4,3.5398230088495577
1366,184,3,1.6304347826086956,113,0,0.0
1367,184,2,1.0869565217391304,113,1,0.8849557522123894
1368,183,3,1.639344262295082,113,1,0.8849557522123894
1369,183,0,0.0,113,2,1.7699115044247788
1370,182,4,2.197802197802198,113,1,0.8849557522123894
1371,181,2,1.1049723756906076,113,4,3.5398230088495577
1372,181,0,0.0,113,2,1.7699115044247788
1373,181,2,1.1049723756906076,113,2,1.7699115044247788
1374,181,4,2.209944751381215,113,1,0.8849557522123894
1375,181,2,1.1049723756906076,113,4,3.5398230088495577
1376,180,2,1.1111111111111112,113,4,3.5398230088495577
1377,180,3,1.6666666666666667,113,4,3.5398230088495577
1378,180,1,0.5555555555555556,112,2,1.7857142857142856
1379,180,1,0.5555555555555556,112,2,1.7857142857142856
1380,179,4,2.2346368715083798,112,1,0.8928571428571428
1381,179,2,1.1173184357541899,112,2,1.7857142857142856
1382,179,2,1.1173184357541899,112,4,3.571428571428571
1383,177,0,0.0,112,4,3.571428571428571
1384,176,0,0.0,112,2,1.7857142857142856
1385,174,0,0.0,112,2,1.7857142857142856
1386,174,3,1.7241379310344827,112,5,4.464285714285714
1387,174,1,0.5747126436781609,112,4,3.571428571428571
1388,174,1,0.5747126436781609,112,2,1.7857142857142856
1389,174,1,0.5747126436781609,112,2,1.7857142857142856
1390,174,2,1.1494252873563218,112,3,2.6785714285714284
1391,173,2,1.1560693641618496,112,1,0.8928571428571428
1392,173,0,0.0,112,2,1.7857142857142856
1393,173,2,1.1560693641618496,112,2,1.7857142857142856
1394,172,1,0.5813953488372093,112,3,2.6785714285714284
1395,171,2,1.1695906432748537,112,6,5.357142857142857
1396,171,2,1.1695906432748537,112,0,0.0
1397,171,2,1.1695906432748537,112,2,1.7857142857142856
1398,170,1,0.5882352941176471,112,1,0.8928571428571428
1399,170,1,0.5882352941176471,112,0,0.0
1400,170,0,0.0,112,2,1.7857142857142856
1401,170,0,0.0,112,4,3.571428571428571
1402,170,1,0.5882352941176471,112,1,0.8928571428571428
1403,169,0,0.0,112,4,3.571428571428571
1404,169,0,0.0,112,2,1.7857142857142856
1405,169,1,0.591715976331361,112,5,4.464285714285714
1406,169,2,1.183431952662722,112,2,1.7857142857142856
1407,169,1,0.591715976331361,112,4,3.571428571428571
1408,169,1,0.591715976331361,112,0,0.0
1409,168,1,0.5952380952380952,112,1,0.8928571428571428
1410,167,2,1.1976047904191618,112,4,3.571428571428571
1411,167,1,0.5988023952095809,112,0,0.0
1412,167,2,1.1976047904191618,112,3,2.6785714285714284
1413,167,1,0.5988023952095809,112,2,1.7857142857142856
1414,167,0,0.0,112,3,2.6785714285714284
1415,166,1,0.6024096385542169,112,3,2.6785714285714284
1416,166,1,0.6024096385542169,112,2,1.7857142857142856
1417,165,2,1.2121212121212122,112,3,2.6785714285714284
1418,165,1,0.6060606060606061,112,0,0.0
1419,165,2,1.2121212121212122,112,2,1.7857142857142856
1420,164,0,0.0,112,5,4.464285714285714
1421,164,5,3.048780487804878,112,3,2.6785714285714284
1422,164,0,0.0,112,3,2.6785714285714284
1423,163,2,1.2269938650306749,112,2,1.7857142857142856
1424,163,3,1.8404907975460123,112,6,5.357142857142857
1425,163,1,0.6134969325153374,112,3,2.6785714285714284
1426,163,0,0.0,112,2,1.7857142857142856
1427,162,3,1.8518518518518516,112,0,0.0
1428,161,2,1.2422360248447204,112,0,0.0
1429,161,2,1.2422360248447204,112,0,0.0
1430,161,0,0.0,112,4,3.571428571428571
1431,161,1,0.6211180124223602,112,2,1.7857142857142856
1432,161,1,0.6211180124223602,112,2,1.7857142857142856
1433,161,0,0.0,112,5,4.464285714285714
1434,161,1,0.6211180124223602,112,1,0.8928571428571428
1435,161,4,2.484472049689441,112,3,2.6785714285714284
1436,161,1,0.6211180124223602,112,1,0.8928571428571428
1437,161,2,1.2422360248447204,112,1,0.8928571428571428
1438,158,2,1.2658227848101267,112,3,2.6785714285714284
1439,158,0,0.0,112,3,2.6785714285714284
1440,157,0,0.0,112,1,0.8928571428571428
1441,157,1,0.6369426751592357,112,0,0.0
1442,157,0,0.0,111,1,0.9009009009009009
1443,157,1,0.6369426751592357,111,1,0.9009009009009009
1444,157,0,0.0,111,2,1.8018018018018018
1445,157,1,0.6369426751592357,111,2,1.8018018018018018
1446,157,3,1.910828025477707,111,4,3.6036036036036037
1447,157,1,0.6369426751592357,111,2,1.8018018018018018
1448,155,3,1.935483870967742,111,3,2.7027027027027026
1449,155,2,1.2903225806451613,111,3,2.7027027027027026
1450,154,2,1.2987012987012987,111,2,1.8018018018018018
1451,154,1,0.6493506493506493,111,1,0.9009009009009009
1452,154,0,0.0,111,0,0.0
1453,153,1,0.6535947712418301,111,3,2.7027027027027026
1454,152,2,1.3157894736842104,111,5,4.504504504504505
1455,151,1,0.6622516556291391,111,1,0.9009009009009009
1456,151,1,0.6622516556291391,111,2,1.8018018018018018
1457,151,2,1.3245033112582782,111,0,0.0
1458,151,1,0.6622516556291391,111,0,0.0
1459,151,2,1.3245033112582782,111,1,0.9009009009009009
1460,150,2,1.3333333333333335,111,2,1.8018018018018018
1461,150,2,1.3333333333333335,111,3,2.7027027027027026
1462,150,1,0.6666666666666667,111,1,0.9009009009009009
1463,150,2,1.3333333333333335,111,2,1.8018018018018018
1464,150,2,1.3333333333333335,111,2,1.8018018018018018
1465,149,3,2.013422818791946,111,4,3.6036036036036037
1466,149,2,1.342281879194631,110,1,0.9090909090909091
1467,149,3,2.013422818791946,110,4,3.6363636363636362
1468,149,0,0.0,109,2,1.834862385321101
1469,149,0,0.0,109,0,0.0
1470,149,0,0.0,109,1,0.9174311926605505
1471,149,1,0.6711409395973155,109,1,0.9174311926605505
1472,149,2,1.342281879194631,109,3,2.7522935779816518
1473,147,1,0.6802721088435374,109,2,1.834862385321101
1474,146,0,0.0,109,2,1.834862385321101
1475,146,4,2.73972602739726,109,2,1.834862385321101
1476,145,2,1.3793103448275863,109,3,2.7522935779816518
1477,145,0,0.0,109,3,2.7522935779816518
1478,145,2,1.3793103448275863,109,3,2.7522935779816518
1479,145,1,0.6896551724137931,109,1,0.9174311926605505
1480,144,0,0.0,109,1,0.9174311926605505
1481,144,1,0.6944444444444444,109,0,0.0
1482,144,2,1.3888888888888888,109,1,0.9174311926605505
1483,144,4,2.7777777777777777,109,2,1.834862385321101
1484,143,3,2.097902097902098,108,1,0.9259259259259258
1485,142,0,0.0,108,3,2.7777777777777777
1486,142,0,0.0,108,1,0.9259259259259258
1487,141,0,0.0,108,3,2.7777777777777777
1488,140,2,1.4285714285714286,108,0,0.0
1489,140,0,0.0,108,0,0.0
1490,140,1,0.7142857142857143,108,2,1.8518518518518516
1491,139,1,0.7194244604316548,108,1,0.9259259259259258
1492,139,0,0.0,107,1,0.9345794392523363
1493,138,0,0.0,107,1,0.9345794392523363
1494,138,1,0.7246376811594203,107,3,2.803738317757009
1495,138,2,1.4492753623188406,107,2,1.8691588785046727
1496,138,1,0.7246376811594203,107,2,1.8691588785046727
1497,138,1,0.7246376811594203,107,0,0.0
1498,138,0,0.0,107,5,4.672897196261682
1499,138,1,0.7246376811594203,107,5,4.672897196261682
1500,137,1,0.7299270072992701,107,2,1.8691588785046727
1501,135,2,1.4814814814814816,107,1,0.9345794392523363
1502,135,2,1.4814814814814816,107,3,2.803738317757009
1503,135,1,0.7407407407407408,107,0,0.0
1504,135,1,0.7407407407407408,106,4,3.7735849056603774
1505,135,0,0.0,106,2,1.8867924528301887
1506,135,0,0.0,106,2,1.8867924528301887
1507,135,1,0.7407407407407408,106,1,0.9433962264150944
1508,135,3,2.2222222222222223,106,2,1.8867924528301887
1509,135,0,0.0,106,0,0.0
1510,135,4,2.9629629629629632,106,3,2.8301886792452833
1511,134,1,0.7462686567164178,106,2,1.8867924528301887
1512,133,1,0.7518796992481203,106,0,0.0
1513,133,2,1.5037593984962405,106,3,2.8301886792452833
1514,133,0,0.0,106,1,0.9433962264150944
1515,133,1,0.7518796992481203,106,1,0.9433962264150944
1516,133,0,0.0,106,2,1.8867924528301887
1517,133,1,0.7518796992481203,106,2,1.8867924528301887
1518,133,0,0.0,106,2,1.8867924528301887
1519,133,1,0.7518796992481203,106,3,2.8301886792452833
1520,133,4,3.007518796992481,106,4,3.7735849056603774
1521,133,3,2.2556390977443606,106,3,2.8301886792452833
1522,133,0,0.0,106,4,3.7735849056603774
1523,133,3,2.2556390977443606,106,4,3.7735849056603774
1524,133,1,0.7518796992481203,106,2,1.8867924528301887
1525,133,2,1.5037593984962405,106,1,0.9433962264150944
1526,133,1,0.7518796992481203,106,2,1.8867924528301887
1527,133,2,1.5037593984962405,106,1,0.9433962264150944
1528,133,1,0.7518796992481203,106,2,1.8867924528301887
1529,133,2,1.5037593984962405,106,3,2.8301886792452833
1530,133,1,0.7518796992481203,106,2,1.8867924528301887
1531,133,1,0.7518796992481203,106,3,2.8301886792452833
1532,133,0,0.0,105,0,0.0
1533,132,3,2.272727272727273,105,0,0.0
1534,131,0,0.0,105,4,3.8095238095238098
1535,130,3,2.307692307692308,105,2,1.9047619047619049
1536,129,2,1.550387596899225,105,2,1.9047619047619049
1537,129,1,0.7751937984496124,104,1,0.9615384615384616
1538,129,0,0.0,104,2,1.9230769230769231
1539,129,3,2.3255813953488373,104,2,1.9230769230769231
1540,129,4,3.10077519379845,104,4,3.8461538461538463
1541,129,2,1.550387596899225,104,4,3.8461538461538463
